,Fuel Type Code,Station Name_x,Street Address,City,State,ZIP,Status Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network_x,Geocode Status,Latitude,Longitude,ID,EV Connector Types,Country,Access Code,Access Detail Code,Federal Agency Code,Facility Type,EV Pricing,REDC,County,Station Name_y,Level 2 Ports,Level 2 Locations,DCFC Ports,DCFC Locations,EV Network_y
171,ELEC,Residence Inn - Marriott Poughkeepsie,2525 South St,Poughkeepsie,NY,12601,E,24 hours daily; for hotel guest use only,,2,,,EV Connect,GPS,41.660699,-73.932808,94855,J1772,US,public,CALL,,HOTEL,,Mid-Hudson,Dutchess County,Residence Inn - Marriott Poughkeepsie,2,1,,,EV Connect
172,ELEC,Taste NY Market,4640 Taconic State Pkwy N,Lagrangeville,NY,12540,E,Store business hours,,2,,,EV Connect,GPS,41.656857,-73.789422,94856,J1772,US,public,,,GROCERY,,Mid-Hudson,Dutchess County,Taste NY Market,2,1,,,EV Connect
203,ELEC,Stewart’s Shop - Tesla Supercharger,2300 Salt Point Turnpike,Clinton Corners,NY,12514,E,24 hours daily; for Tesla use only,,,8,,Tesla,200-9,41.8254,-73.7704,102329,TESLA,US,public,,,CONVENIENCE_STORE,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Mid-Hudson,Dutchess County,Stewart’s Shop - Tesla Supercharger,,,8,1,Tesla
241,ELEC,Troutbeck - Tesla Destination,515 Leedsville Rd,Amenia,NY,12501,E,24 hours daily; for customer use only; see front desk for access,,2,,,Tesla Destination,200-9,41.855019,-73.515167,114879,TESLA,US,public,,,HOTEL,Free,Mid-Hudson,Dutchess County,Troutbeck - Tesla Destination,2,1,,,Tesla Destination
310,ELEC,Grape Hollow Farm - Tesla Destination,62 Paine Rd,Holmes,NY,12531,E,24 hours daily; for customer use only,,2,,,Tesla Destination,200-9,41.548637,-73.692718,114951,TESLA,US,public,,,HOTEL,Free,Mid-Hudson,Dutchess County,Grape Hollow Farm - Tesla Destination,2,1,,,Tesla Destination
569,ELEC,Smoky Rock BBQ - Tesla Destination,6367 Mill St,Rhinebeck,NY,12572,E,24 hours daily; for customer use only,,3,,,Tesla Destination,200-9,41.925496,-73.913269,115217,TESLA,US,public,,,RESTAURANT,Free,Mid-Hudson,Dutchess County,Smoky Rock BBQ - Tesla Destination,3,1,,,Tesla Destination
700,ELEC,Bard College,11 Henderson Circle Dr,Annandale-on-Hudson,NY,12504,E,24 hours daily,,2,,,EV Connect,GPS,42.0201084,-73.9072956,123057,J1772,US,public,,,COLLEGE_CAMPUS,,Mid-Hudson,Dutchess County,Bard College,2,1,,,EV Connect
705,ELEC,Vassar College,124 Raymond Ave,Poughkeepsie,NY,12604,E,24 hours daily,,2,,,EV Connect,GPS,41.690219,-73.898165,123064,J1772,US,public,,,COLLEGE_CAMPUS,,Mid-Hudson,Dutchess County,Vassar College,2,1,,,EV Connect
722,ELEC,Dutchess County Motor Vehicles,22 Market St,Poughkeepsie,NY,12601,E,24 hours daily,,1,,,EV Connect,GPS,41.703439,-73.929551,123084,J1772,US,public,,,MUNI_GOV,,Mid-Hudson,Dutchess County,Dutchess County Motor Vehicles,1,1,,,EV Connect
723,ELEC,Beacon Department of Motor Vehicles,223 Main St,Beacon,NY,12508,E,24 hours daily,,1,,,EV Connect,GPS,41.5070254,-73.9741415,123085,J1772,US,public,,,MUNI_GOV,,Mid-Hudson,Dutchess County,Beacon Department of Motor Vehicles,1,1,,,EV Connect
732,ELEC,Town of Pine Plains,2971 Church St,Pine Plains,NY,12567,E,24 hours daily,,1,,,EV Connect,GPS,41.9798228,-73.6560584,123096,J1772,US,public,,,MUNI_GOV,Free,Mid-Hudson,Dutchess County,Town of Pine Plains,2,1,,,EV Connect
750,ELEC,Walkway Over the Hudson,61 Parker Ave,Poughkeepsie,NY,12601,E,24 hours daily,,4,,,EV Connect,GPS,41.711943,-73.926052,123117,J1772,US,public,,,PARK,,Mid-Hudson,Dutchess County,Walkway Over the Hudson,4,1,,,EV Connect
751,ELEC,Pawling - Chamber of Commerce,55 Charles Colman Blvd,Pawling,NY,12564,E,24 hours daily,,1,,,EV Connect,GPS,41.5635129,-73.6010151,123119,J1772,US,public,,,MUNI_GOV,,Mid-Hudson,Dutchess County,Pawling - Chamber of Commerce,1,1,,,EV Connect
754,ELEC,Hopson Cottage - Brad College Admissions,60 W Ravine Rd,Annandale-on-Hudson,NY,12504,E,24 hours daily,,2,,,EV Connect,GPS,42.0220708,-73.9109959,123122,J1772,US,public,,,COLLEGE_CAMPUS,,Mid-Hudson,Dutchess County,Hopson Cottage - Brad College Admissions,2,1,,,EV Connect
768,ELEC,Tivoli Village Office,86 Broadway,Tivoli,NY,12583,E,24 hours daily,,1,,,EV Connect,GPS,42.0589216,-73.9114923,123138,J1772,US,public,,,MUNI_GOV,,Mid-Hudson,Dutchess County,Tivoli Village Office,1,1,,,EV Connect
770,ELEC,Mills Norrie State Park,9 Old Post Rd,Staatsburg,NY,12580,E,24 hours daily,,1,,,EV Connect,GPS,41.8426034,-73.9309541,123140,J1772,US,public,,,PARK,,Mid-Hudson,Dutchess County,Mills Norrie State Park,1,1,,,EV Connect
850,ELEC,HYATT POUGHKEPS HYATT POUGHKEPS,2165 South Rd,Poughkeepsie,NY,12601,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.63666,-73.91962,143493,J1772,US,public,,,,,Mid-Hudson,Dutchess County,HYATT POUGHKEPS HYATT POUGHKEPS,2,1,,,ChargePoint Network
859,ELEC,City of Poughkeepsie - Duro Parking Lot,197 Main St,Poughkeepsie,NY,12601,E,24 hours daily,,2,,,ChargePoint Network,200-9,41.704941,-73.930601,143787,J1772,US,public,,,PARKING_LOT,$1.50 per hour,Mid-Hudson,Dutchess County,City of Poughkeepsie - Duro Parking Lot,4,1,,,ChargePoint Network
955,ELEC,CITY OF BEACON STATION 1,13 South Ave,Beacon,NY,12508,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.507568,-73.9776,149620,J1772,US,public,,,,,Mid-Hudson,Dutchess County,CITY OF BEACON STATION 1,2,1,,,ChargePoint Network
964,ELEC,NY STATE PARKS JAMES BAIRD,280 Club House Rd,Pleasant Valley,NY,12569,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.68595,-73.791916,149880,J1772,US,public,,,,,Mid-Hudson,Dutchess County,NY STATE PARKS JAMES BAIRD,2,1,,,ChargePoint Network
1065,ELEC,CITY OF BEACON STATION 2,1 Municipal Plaza,Beacon,NY,12508,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.507937,-73.978278,153264,J1772,US,public,,,,,Mid-Hudson,Dutchess County,CITY OF BEACON STATION 2,2,1,,,ChargePoint Network
1075,ELEC,VILLAGEHALL RHINEBECK 3,55 E Market St,Rhinebeck,NY,12572,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.9273,-73.91062,153652,J1772,US,public,,,,,Mid-Hudson,Dutchess County,VILLAGEHALL RHINEBECK 3,2,1,,,ChargePoint Network
1121,ELEC,Hudson Valley Towne Center - Tesla Supercharger,18 Westage Drive,Fishkill,NY,12524,E,24 hours daily; for Tesla use only,,,12,,Tesla,GPS,41.52674,-73.8945,154792,TESLA,US,public,,,SHOPPING_MALL,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Mid-Hudson,Dutchess County,Hudson Valley Towne Center - Tesla Supercharger,,,12,1,Tesla
1165,ELEC,VASSAR COLLEGE SOUTH LOT 2,Unnamed Road,Arlington,NY,12603,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.681771,-73.894668,155288,J1772,US,public,,,,,Mid-Hudson,Dutchess County,VASSAR COLLEGE SOUTH LOT 2,2,1,,,ChargePoint Network
1166,ELEC,VASSAR COLLEGE SOUTH LOT 1,112130 Raymond Ave,Arlington,NY,12603,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.681836,-73.894667,155289,J1772,US,public,,,,,Mid-Hudson,Dutchess County,VASSAR COLLEGE SOUTH LOT 1,2,1,,,ChargePoint Network
1247,ELEC,STARR LIBRARY STARR LIBRARY,68 W Market St,Rhinebeck,NY,12572,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.92638,-73.918381,162159,J1772,US,public,,,,,Mid-Hudson,Dutchess County,STARR LIBRARY STARR LIBRARY,2,1,,,ChargePoint Network
1269,ELEC,VILLAGEHALL VILLAGE HALL,76 E Market St,Rhinebeck,NY,12572,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.926403,-73.909853,162181,J1772,US,public,,,,,Mid-Hudson,Dutchess County,VILLAGEHALL VILLAGE HALL,2,1,,,ChargePoint Network
1274,ELEC,RED HOOK V. RED HOOK,7477 S Broadway,Red Hook,NY,12571,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.994604,-73.87644,162186,J1772,US,public,,,,,Mid-Hudson,Dutchess County,RED HOOK V. RED HOOK,2,1,,,ChargePoint Network
1368,ELEC,BARD ALMNCT FISHER CENTER,Robbins Rd,Tivoli,NY,12583,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.031453,-73.904186,162283,J1772,US,public,,,,,Mid-Hudson,Dutchess County,BARD ALMNCT FISHER CENTER,2,1,,,ChargePoint Network
1372,ELEC,WATERCLUB2582 GARAGE 2 CHARGE,36 Pine Street,Poughkeepsie,NY,12601,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.698847,-73.937505,162288,J1772,US,public,,,,,Mid-Hudson,Dutchess County,WATERCLUB2582 GARAGE 2 CHARGE,2,1,,,ChargePoint Network
1408,ELEC,HOTEL INN AT THE FALL,50 Red Oaks Mill Rd,Poughkeepsie,NY,12603,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.654736,-73.870968,162326,J1772,US,public,,,,,Mid-Hudson,Dutchess County,HOTEL INN AT THE FALL,2,1,,,ChargePoint Network
1412,ELEC,BARD ALMNCT MONTGOMERY,9 Gardener Way,Red Hook,NY,12571,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.011357,-73.916662,162330,J1772,US,public,,,,,Mid-Hudson,Dutchess County,BARD ALMNCT MONTGOMERY,2,1,,,ChargePoint Network
1502,ELEC,HUDSON VALLEY VW_408151_A,1148 Old Rte 9,Wappingers Falls,NY,12590,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.566517,-73.906339,162428,J1772,US,public,,,,,Mid-Hudson,Dutchess County,HUDSON VALLEY VW_408151_A,2,1,,,ChargePoint Network
1515,ELEC,BMWHV STATION 01,2068 South Rd,Poughkeepsie,NY,12601,E,24 hours daily,,1,,,ChargePoint Network,GPS,41.63092,-73.914444,162443,J1772,US,public,,,,,Mid-Hudson,Dutchess County,BMWHV STATION 01,1,1,,,ChargePoint Network
1556,ELEC,BARD ALMNCT NS1-ALMNCT,New York 9G,Red Hook,NY,12504,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.023436,-73.902037,162492,J1772,US,public,,,,,Mid-Hudson,Dutchess County,BARD ALMNCT NS1-ALMNCT,2,1,,,ChargePoint Network
1608,ELEC,LaGrangeville Tops Market,16 John J Wagner Way,LaGrangeville,NY,12540,E,24 hours daily,,,4,,Greenlots,200-9,41.667907,-73.795294,164367,CHADEMO J1772COMBO,US,public,,,,,Mid-Hudson,Dutchess County,LaGrangeville Tops Market,,,4,1,Greenlots
1619,ELEC,HYDEPARK HYDE PK TOWN HA,4383 U.S. 9,Hyde Park,NY,12538,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.790836,-73.93644,164503,J1772,US,public,,,,,Mid-Hudson,Dutchess County,HYDEPARK HYDE PK TOWN HA,2,1,,,ChargePoint Network
1642,ELEC,City of Poughkeepsie - Market Street Garage,41 Civic Center Plaza,Poughkeepsie,NY,12601,E,24 hours daily,,2,,,ChargePoint Network,200-9,41.704628,-73.927527,165095,J1772,US,public,,,PAY_GARAGE,$1.50 per hour,Mid-Hudson,Dutchess County,City of Poughkeepsie - Market Street Garage,2,1,,,ChargePoint Network
1705,ELEC,Oakwood Commons Parking Garage,2507 South Rd,Poughkeepsie,NY,12601,E,24 hours daily,,2,,,Non-Networked,GPS,41.659072,-73.932101,167129,J1772,US,public,,,PARKING_GARAGE,,Mid-Hudson,Dutchess County,Oakwood Commons Parking Garage,2,1,,,Non-Networked
1778,ELEC,Silo Ridge - Tesla Destination,4651 Highway 22,Amenia,NY,12501,E,24 hours daily; for customer use only; see front desk for access,,1,,,Tesla Destination,200-9,41.814971,-73.566438,169104,TESLA,US,public,,,,Free,Mid-Hudson,Dutchess County,Silo Ridge - Tesla Destination,1,1,,,Tesla Destination
1843,ELEC,"NY DCFC FISHKILL, NY",21 Westage Dr,Fishkill,NY,12524,E,24 hours daily,,,1,,ChargePoint Network,GPS,41.526606,-73.89475,170742,CHADEMO J1772COMBO,US,public,,,,,Mid-Hudson,Dutchess County,"NY DCFC FISHKILL, NY",,,1,1,ChargePoint Network
1875,ELEC,TOWN OF RED HK REDHOOK 3,7336 S Broadway,Red Hook,NY,12571,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.987157,-73.880109,171725,J1772,US,public,,,,,Mid-Hudson,Dutchess County,TOWN OF RED HK REDHOOK 3,2,1,,,ChargePoint Network
1876,ELEC,TOWN OF RED HK RED HOOK 1,7336 S Broadway,Red Hook,NY,12571,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.987127,-73.880399,171726,J1772,US,public,,,,,Mid-Hudson,Dutchess County,TOWN OF RED HK RED HOOK 1,2,1,,,ChargePoint Network
1877,ELEC,TOWN OF RED HK RED HOOK 2,7336 S Broadway,Red Hook,NY,12571,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.987163,-73.880399,171727,J1772,US,public,,,,,Mid-Hudson,Dutchess County,TOWN OF RED HK RED HOOK 2,2,1,,,ChargePoint Network
2031,ELEC,VILLAGEHALL RHINEBECK 2,55 E Market St,Rhinebeck,NY,12572,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.927273,-73.91065,175155,J1772,US,public,,,,,Mid-Hudson,Dutchess County,VILLAGEHALL RHINEBECK 2,2,1,,,ChargePoint Network
2081,ELEC,VILLAGEHALL VILLAGE CENTER,76 E Market Street,Rhinebeck,NY,12572,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.9263,-73.909807,180105,J1772,US,public,,,,,Mid-Hudson,Dutchess County,VILLAGEHALL VILLAGE CENTER,2,1,,,ChargePoint Network
2305,ELEC,POUGHEEPSIE EV POUGHKEEPSIE 2,41 Civic Center Plaza,Poughkeepsie,NY,12601,E,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,41.704765,-73.927376,183105,J1772,US,public,,,,,Mid-Hudson,Dutchess County,POUGHEEPSIE EV POUGHKEEPSIE 2,2,1,,,ChargePoint Network
2306,ELEC,POUGHEEPSIE EV POUGHKEEPSIE 1,41 Civic Center Plaza,Poughkeepsie,NY,12601,E,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,41.70477,-73.92731,183106,J1772,US,public,,,,,Mid-Hudson,Dutchess County,POUGHEEPSIE EV POUGHKEEPSIE 1,2,1,,,ChargePoint Network
2307,ELEC,POUGHEEPSIE EV POUGHKEEPSIE 4,197 main st,Poughkeepsie,NY,12601,E,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,41.704956,-73.93105,183108,J1772,US,public,,,,,Mid-Hudson,Dutchess County,POUGHEEPSIE EV POUGHKEEPSIE 4,2,1,,,ChargePoint Network
2308,ELEC,POUGHEEPSIE EV POUGHKEEPSIE 3,197 main st,Poughkeepsie,NY,12601,E,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,2,,,ChargePoint Network,GPS,41.704998,-73.93104,183109,J1772,US,public,,,,,Mid-Hudson,Dutchess County,POUGHEEPSIE EV POUGHKEEPSIE 3,2,1,,,ChargePoint Network
0,ELEC,AAA Car Care Plus,2131 Eggert Rd,Amherst,NY,14226,E,24 hours daily,,1,,,Non-Networked,200-9,42.979363,-78.821443,42992,J1772,US,public,,,PARKING_LOT,Free,Western New York,Erie County,AAA Car Care Plus,1,1,,,Non-Networked
1,ELEC,AAA Car Care Plus,8120 Main St,Clarence,NY,14221,E,24 hours daily,,1,,,Non-Networked,GPS,42.965851,-78.69278,42993,J1772,US,public,,,SHOPPING_CENTER,Free,Western New York,Erie County,AAA Car Care Plus,1,1,,,Non-Networked
4,ELEC,West-Herr Nissan,3580 Southwestern Blvd,Orchard Park,NY,14127,E,Dealership business hours,,1,,,Non-Networked,200-9,42.784867,-78.76558,44178,J1772,US,public,CALL,,CAR_DEALER,Free,Western New York,Erie County,West-Herr Nissan,1,1,,,Non-Networked
18,ELEC,West Herr Nissan - Williamsville,8137 Main St,Williamsville,NY,14221,E,Dealership business hours,,1,,,Non-Networked,GPS,42.96275,-78.691132,44216,J1772,US,public,CALL,,CAR_DEALER,Free,Western New York,Erie County,West Herr Nissan - Williamsville,1,1,,,Non-Networked
21,ELEC,Mike Barney Nissan,3676 Sheridan Dr,Amherst,NY,14226,E,Dealership business hours,,2,,,Non-Networked,200-9,42.979725,-78.797346,44319,J1772,US,public,CALL,,CAR_DEALER,Free,Western New York,Erie County,Mike Barney Nissan,2,1,,,Non-Networked
46,ELEC,Buffalo Niagara Medical Campus - Ellicott Street Lot,589 Ellicott St,Buffalo,NY,14203,E,Lot business hours; pay lot,,4,,,Non-Networked,GPS,42.895794,-78.868315,50707,J1772,US,public,,,HOSPITAL,Free,Western New York,Erie County,Buffalo Niagara Medical Campus - Ellicott Street Lot,4,1,,,Non-Networked
47,ELEC,Buffalo Niagara Medical Campus - Ellicott Street Parking,589 Ellicott St,Buffalo,NY,14203,E,24 hours daily; metered parking,,2,,,Non-Networked,GPS,42.896112,-78.868551,50708,J1772,US,public,,,HOSPITAL,Free,Western New York,Erie County,Buffalo Niagara Medical Campus - Ellicott Street Parking,2,1,,,Non-Networked
48,ELEC,Buffalo Niagara Medical Campus - MiGo Garage,134 High St,Buffalo,NY,14226,E,Pay to park for access,,5,,,Non-Networked,GPS,42.900444,-78.86407,50710,J1772,US,public,,,PAY_GARAGE,Free,Western New York,Erie County,Buffalo Niagara Medical Campus - MiGo Garage,10,1,,,Non-Networked
64,ELEC,Buffalo Niagara International Airport,4200 Genesee St,Buffalo,NY,14225,E,24 hours daily,,3,,,Non-Networked,GPS,42.933441,-78.731633,63479,J1772,US,public,,,AIRPORT,Free,Western New York,Erie County,Buffalo Niagara International Airport,3,1,,,Non-Networked
66,ELEC,Towne Ford Lincoln,3535 Southwestern Blvd,Orchard Park,NY,14075,E,Dealership business hours,,1,,,Non-Networked,GPS,42.786617,-78.761212,63643,J1772,US,public,CALL,,CAR_DEALER,Free,Western New York,Erie County,Towne Ford Lincoln,1,1,,,Non-Networked
117,ELEC,Reinstein Woods Nature Preserve,93 Honorine Dr,Depew,NY,14043,E,Sunrise to sunset daily,,2,,,Non-Networked,GPS,42.891613,-78.717862,82545,J1772,US,public,CALL,,PARK,Free,Western New York,Erie County,Reinstein Woods Nature Preserve,2,1,,,Non-Networked
149,ELEC,Calspan Corp Flight Research Center,2041 Niagara Falls Blvd,Niagara Falls,NY,14034,E,Office business hours; for employee and guest use only,,2,,,EV Connect,200-8,43.09971,-78.939097,94826,J1772,US,public,,,OFFICE_BLDG,,Western New York,Erie County,Calspan Corp Flight Research Center,2,1,,,EV Connect
192,ELEC,James Mitsubishi - Hamburg,5160 Camp Rd,Hamburg,NY,14075,E,24 hours daily,,2,,,Non-Networked,200-9,42.746772,-78.852481,98836,J1772,US,public,,,CAR_DEALER,Free,Western New York,Erie County,James Mitsubishi - Hamburg,2,1,,,Non-Networked
202,ELEC,Shops at Main / Transit - Tesla Supercharger,4455  Transit Road,Buffalo,NY,14221,E,24 hours daily; for Tesla use only,,,8,,Tesla,200-9,42.9687,-78.6957,102328,TESLA,US,public,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Western New York,Erie County,Shops at Main / Transit - Tesla Supercharger,,,8,1,Tesla
227,ELEC,Western New York Welcome Center,2182 Alvin Rd,Grand Island,NY,14072,E,24 hours daily,,,3,,Non-Networked,GPS,43.01931644,-78.97480837,104725,CHADEMO J1772COMBO,US,public,,,TRAVEL_CENTER,Free,Western New York,Erie County,Western New York Welcome Center,,,3,1,Non-Networked
228,ELEC,Augspurger Ramp,362 Pearl St,Buffalo,NY,14202,E,24 hours daily; must use EVConnect app for payment,,6,,,EV Connect,200-8,42.889784,-78.874463,104726,J1772,US,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,$0.10 per kWh,Western New York,Erie County,Augspurger Ramp,6,1,,,EV Connect
229,ELEC,Main Place Ramp,221 Pearl St,Buffalo,NY,14202,E,24 hours daily; must use EVConnect app for payment,,4,,,EV Connect,GPS,42.883926,-78.87605,104727,J1772,US,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,$0.10 per kWh,Western New York,Erie County,Main Place Ramp,4,1,,,EV Connect
230,ELEC,Fernbach Ramp,200 Pearl St,Buffalo,NY,14202,E,24 hours daily; must use EVConnect app for payment,,4,,,EV Connect,200-8,42.884991,-78.876036,104728,J1772,US,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,$0.10 per kWh,Western New York,Erie County,Fernbach Ramp,4,1,,,EV Connect
231,ELEC,Turner Ramp,1 Perkins Dr,Buffalo,NY,14202,E,24 hours daily; must use EVConnect app for payment,,4,,,EV Connect,GPS,42.885934,-78.879364,104729,J1772,US,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,$0.10 per kWh,Western New York,Erie County,Turner Ramp,4,1,,,EV Connect
232,ELEC,One Seneca Ramp,1 Seneca Dr,Buffalo,NY,14203,E,24 hours daily,,2,,,Non-Networked,GPS,42.879878,-78.875574,104730,J1772,US,public,,,PAY_GARAGE,$0.10 per kWh,Western New York,Erie County,One Seneca Ramp,2,1,,,Non-Networked
233,ELEC,Adam Ramp,343 Washington St,Buffalo,NY,14203,E,24 hours daily; must use EVConnect app for payment,,6,,,EV Connect,GPS,42.883894,-78.873775,104731,J1772,US,public,CREDIT_CARD_ALWAYS,,PAY_GARAGE,$0.10 per kWh,Western New York,Erie County,Adam Ramp,6,1,,,EV Connect
234,ELEC,TownePlace Suites - Buffalo Airport,4265 Genesee St,Buffalo,NY,14225,E,24 hours daily; two chargers for guest use only,,4,,,Non-Networked,GPS,42.93057,-78.728499,104733,J1772,US,public,,,HOTEL,Free,Western New York,Erie County,TownePlace Suites - Buffalo Airport,4,1,,,Non-Networked
235,ELEC,Buffalo State - Cleveland Hall,1300 Elmwood Ave,Buffalo,NY,14222,E,24 hours daily,,2,,,Non-Networked,GPS,42.932067,-78.88137,104734,J1772,US,public,,,COLLEGE_CAMPUS,Free,Western New York,Erie County,Buffalo State - Cleveland Hall,2,1,,,Non-Networked
239,ELEC,Mohawk Ramp,477 Washington St,Buffalo,NY,14203,E,24 hours daily,,2,,,EV Connect,GPS,42.887468,-78.872406,105187,J1772,US,public,,,PAY_GARAGE,$0.10 per kWh,Western New York,Erie County,Mohawk Ramp,4,1,,,EV Connect
285,ELEC,Asa Ransom House - Tesla Destination,10529 Main St,Clarence,NY,14031,E,24 hours daily; for customer use only; see front desk for access,,1,,,Tesla Destination,200-9,42.980201,-78.595784,114924,TESLA,US,public,,,HOTEL,Free,Western New York,Erie County,Asa Ransom House - Tesla Destination,1,1,,,Tesla Destination
294,ELEC,Culinary Arts Center at Auburn Watson - Tesla Destination,3295 Walden Ave,Depew,NY,14043,E,24 hours daily,,2,,,Tesla Destination,200-9,42.911728,-78.694835,114933,J1772 TESLA,US,public,,,SHOPPING_CENTER,Free,Western New York,Erie County,Culinary Arts Center at Auburn Watson - Tesla Destination,2,1,,,Tesla Destination
296,ELEC,Hampton Inn East Aurora - Tesla Destination,49 Olean St,East Aurora,NY,14052,E,24 hours daily; for customer use only; see front desk for access,,3,,,Tesla Destination,200-8,42.766365,-78.608141,114936,J1772 TESLA,US,public,,,HOTEL,Free,Western New York,Erie County,Hampton Inn East Aurora - Tesla Destination,3,1,,,Tesla Destination
631,ELEC,Gallagher Ramp,499 Elmwood Ave,Buffalo,NY,14222,E,24 hours daily; must use EVConnect app for payment,,1,,,EV Connect,GPS,42.910491,-78.876035,120916,J1772,US,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,$0.10 per kWh,Western New York,Erie County,Gallagher Ramp,2,1,,,EV Connect
